Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]
1135	17.5595	500	0
1136	17.5545	500	0
1137	17.5495	500	0
1138	17.5445	500	0
1139	17.5395	500	0
1140	17.5345	500	0
1141	17.5295	500	0
1142	17.5245	500	0
1143	17.5195	500	0
1144	17.5145	500	0
1145	17.5095	500	0
1146	17.5045	500	0
1147	17.5	500	0
1148	17.4955	500	0
1149	17.4905	500	0
1150	17.4855	500	0
1151	17.4805	500	0
1152	17.476	500	0
1153	17.4715	500	0
1154	17.4665	500	0
1155	17.4615	500	0
1156	17.457	500	0
1157	17.4525	500	0
1158	17.4475	500	0
1159	17.443	500	0
1160	17.4385	500	0
1161	17.4335	500	0
1162	17.429	500	0
1163	17.4245	500	0
1164	17.42	500	0
1165	17.4155	500	0
1166	17.4105	500	0
1167	17.406	500	0
1168	17.4015	500	0
1169	17.397	500	0
1170	17.3925	500	0
1171	17.388	500	0
1172	17.3835	500	0
1173	17.379	500	0
1174	17.375	500	0
1175	17.3705	500	0
1176	17.366	500	0
1177	17.3615	500	0
1178	17.357	500	0
1179	17.353	500	0
1180	17.3485	500	0
1181	17.344	500	0
1182	17.34	500	0
1183	17.3355	500	0
1184	17.331	500	0
1185	17.327	500	0
1186	17.3225	500	0
1187	17.318	500	0
1188	17.314	500	0
1189	17.31	500	0
1190	17.306	500	0
1191	17.3015	500	0
1192	17.297	500	0
1193	17.293	500	0
1194	17.289	500	0
1195	17.285	500	0
1196	17.281	500	0
1197	17.2765	500	0
1198	17.272	500	0
1199	17.268	500	0
1200	17.264	500	0
1201	17.26	500	0
1202	17.256	500	0
1203	17.252	500	0
1204	17.248	500	0
1205	17.244	500	0
1206	17.24	500	0
1207	17.236	500	0
1208	17.232	500	0
1209	17.228	500	0
1210	17.224	500	0
1211	17.22	500	0
1212	17.216	500	0
1213	17.2125	500	0
1214	17.209	500	0
1215	17.205	500	0
1216	17.201	500	0
1217	17.197	500	0
1218	17.193	500	0
1219	17.189	500	0
1220	17.1855	500	0
1221	17.182	500	0
1222	17.178	500	0
1223	17.174	500	0
1224	17.17	500	0
1225	17.1665	500	0
1226	17.163	500	0
1227	17.159	500	0
1228	17.1555	500	0
1229	17.152	500	0
1230	17.148	500	0
1231	17.144	500	0
1232	17.1405	500	0
1233	17.137	500	0
1234	17.1335	500	0
1235	17.13	500	0
1236	17.126	500	0
1237	17.1225	500	0
1238	17.119	500	0
1239	17.1155	500	0
1240	17.112	500	0
1241	17.108	500	0
1242	17.1045	500	0
1243	17.101	500	0
1244	17.0975	500	0
1245	17.094	500	0
1246	17.0905	500	0
1247	17.087	500	0
1248	17.0835	500	0
1249	17.08	500	0
1250	17.0765	500	0
1251	17.073	500	0
1252	17.0695	500	0
1253	17.0665	500	0
1254	17.063	500	0
1255	17.0595	500	0
1256	17.056	500	0
1257	17.0525	500	0
1258	17.0495	500	0
1259	17.046	500	0
1260	17.0425	500	0
1261	17.0395	500	0
1262	17.036	500	0
1263	17.0325	500	0
1264	17.0295	500	0
1265	17.026	500	0
1266	17.0225	500	0
1267	17.0195	500	0
1268	17.0165	500	0
1269	17.013	500	0
1270	17.0095	500	0
1271	17.0065	500	0
1272	17.0035	500	0
1273	17.0005	500	0
1274	16.997	500	0
1275	16.9935	500	0
1276	16.9905	500	0
1277	16.9875	500	0
1278	16.9845	500	0
1279	16.9815	500	0
1280	16.978	500	0
1281	16.9745	500	0
1282	16.9715	500	0
1283	16.9685	500	0
1284	16.9655	500	0
1285	16.9625	500	0
1286	16.9595	500	0
1287	16.9565	500	0
1288	16.9535	500	0
1289	16.9505	500	0
1290	16.9475	500	0
1291	16.9445	500	0
1292	16.9415	500	0
1293	16.9385	500	0
1294	16.9355	500	0
1295	16.9325	500	0
1296	16.9295	500	0
1297	16.9265	500	0
1298	16.9235	500	0
1299	16.9205	500	0
1300	16.9175	500	0
1301	16.9145	500	0
1302	16.9115	500	0
1303	16.9085	500	0
1304	16.9055	500	0
1305	16.9025	500	0
1306	16.9	500	0
1307	16.8975	500	0
1308	16.8945	500	0
1309	16.8915	500	0
1310	16.8885	500	0
1311	16.8855	500	0
1312	16.883	500	0
1313	16.8805	500	0
1314	16.8775	500	0
1315	16.8745	500	0
1316	16.8715	500	0
1317	16.869	500	0
1318	16.8665	500	0
1319	16.8635	500	0
1320	16.8605	500	0
1321	16.858	500	0
1322	16.8555	500	0
1323	16.8525	500	0
1324	16.8495	500	0
1325	16.847	500	0
1326	16.8445	500	0
1327	16.8415	500	0
1328	16.839	500	0
1329	16.8365	500	0
1330	16.8335	500	0
1331	16.831	500	0
1332	16.8285	500	0
1333	16.826	500	0
1334	16.8235	500	0
1335	16.8205	500	0
1336	16.818	500	0
1337	16.8155	500	0
1338	16.813	500	0
1339	16.8105	500	0
1340	16.8075	500	0
1341	16.805	500	0
1342	16.8025	500	0
1343	16.8	500	0
1344	16.7975	500	0
1345	16.795	500	0
1346	16.7925	500	0
1347	16.79	500	0
1348	16.7875	500	0
1349	16.785	500	0
1350	16.7825	500	0
1351	16.78	500	0
1352	16.7775	500	0
1353	16.775	500	0
1354	16.7725	500	0
1355	16.77	500	0
1356	16.7675	500	0
1357	16.765	500	0
1358	16.763	500	0
1359	16.7605	500	0
1360	16.758	500	0
1361	16.7555	500	0
1362	16.753	500	0
1363	16.751	500	0
1364	16.7485	500	0
1365	16.746	500	0
1366	16.7435	500	0
1367	16.741	500	0
1368	16.739	500	0
1369	16.7365	500	0
1370	16.734	500	0
1371	16.732	500	0
1372	16.73	500	0
1373	16.7275	500	0
1374	16.725	500	0
1375	16.723	500	0
1376	16.7205	500	0
1377	16.718	500	0
1378	16.716	500	0
1379	16.714	500	0
1380	16.7115	500	0
1381	16.709	500	0
1382	16.707	500	0
1383	16.705	500	0
1384	16.7025	500	0
1385	16.7	500	0
1386	16.698	500	0
1387	16.696	500	0
1388	16.694	500	0
1389	16.6915	500	0
1390	16.689	500	0
1391	16.687	500	0
1392	16.685	500	0
1393	16.683	500	0
1394	16.681	500	0
1395	16.6785	500	0
1396	16.676	500	0
1397	16.674	500	0
1398	16.672	500	0
1399	16.67	500	0
1400	16.668	500	0
1401	16.666	500	0
1402	16.664	500	0
1403	16.662	500	0
1404	16.6595	500	0
1405	16.657	500	0
1406	16.655	500	0
1407	16.653	500	0
1408	16.651	500	0
1409	16.649	500	0
1410	16.647	500	0
1411	16.645	500	0
1412	16.643	500	0
1413	16.641	500	0
1414	16.639	500	0
1415	16.637	500	0
1416	16.635	500	0
1417	16.633	500	0
1418	16.631	500	0
1419	16.629	500	0
1420	16.627	500	0
1421	16.625	500	0
1422	16.623	500	0
1423	16.621	500	0
1424	16.619	500	0
1425	16.617	500	0
1426	16.615	500	0
1427	16.613	500	0
1428	16.611	500	0
1429	16.6095	500	0
1430	16.608	500	0
1431	16.606	500	0
1432	16.604	500	0
1433	16.602	500	0
1434	16.6	500	0
1435	16.598	500	0
1436	16.596	500	0
1437	16.594	500	0
1438	16.5925	500	0
1439	16.591	500	0
1440	16.589	500	0
1441	16.587	500	0
1442	16.585	500	0
1443	16.583	500	0
1444	16.5815	500	0
1445	16.58	500	0
1446	16.578	500	0
1447	16.576	500	0
1448	16.574	500	0
1449	16.5725	500	0
1450	16.571	500	0
1451	16.569	500	0
1452	16.567	500	0
1453	16.565	500	0
1454	16.5635	500	0
1455	16.562	500	0
1456	16.56	500	0
1457	16.558	500	0
1458	16.5565	500	0
1459	16.555	500	0
1460	16.553	500	0
1461	16.551	500	0
1462	16.5495	500	0
1463	16.548	500	0
1464	16.546	500	0
1465	16.5445	500	0
1466	16.543	500	0
1467	16.541	500	0
1468	16.5395	500	0
1469	16.538	500	0
1470	16.536	500	0
1471	16.5345	500	0
1472	16.533	500	0
1473	16.531	500	0
1474	16.5295	500	0
1475	16.528	500	0
1476	16.526	500	0
1477	16.5245	500	0
1478	16.523	500	0
1479	16.521	500	0
1480	16.5195	500	0
1481	16.518	500	0
1482	16.5165	500	0
1483	16.515	500	0
1484	16.513	500	0
1485	16.5115	500	0
1486	16.51	500	0
1487	16.5085	500	0
1488	16.507	500	0
1489	16.505	500	0
1490	16.5035	500	0
1491	16.502	500	0
1492	16.5005	500	0
1493	16.499	500	0
1494	16.4975	500	0
1495	16.496	500	0
1496	16.4945	500	0
1497	16.493	500	0
1498	16.4915	500	0
1499	16.49	500	0
1500	16.488	500	0
1501	16.4865	500	0
1502	16.485	500	0
1503	16.4835	500	0
1504	16.482	500	0
1505	16.4805	500	0
1506	16.479	500	0
1507	16.4775	500	0
1508	16.4765	500	0
1509	16.475	500	0
1510	16.4735	500	0
1511	16.472	500	0
1512	16.4705	500	0
1513	16.469	500	0
1514	16.4675	500	0
1515	16.466	500	0
1516	16.4645	500	0
1517	16.463	500	0
1518	16.4615	500	0
1519	16.4605	500	0
1520	16.459	500	0
1521	16.4575	500	0
1522	16.456	500	0
1523	16.4545	500	0
1524	16.4535	500	0
1525	16.452	500	0
1526	16.4505	500	0
1527	16.449	500	0
1528	16.4475	500	0
1529	16.4465	500	0
1530	16.445	500	0
1531	16.4435	500	0
1532	16.442	500	0
1533	16.4405	500	0
1534	16.4395	500	0
1535	16.438	500	0
1536	16.4365	500	0
1537	16.4355	500	0
1538	16.434	500	0
1539	16.4325	500	0
1540	16.4315	500	0
1541	16.43	500	0
1542	16.4285	500	0
1543	16.4275	500	0
1544	16.426	500	0
1545	16.4245	500	0
1546	16.4235	500	0
1547	16.4225	500	0
1548	16.421	500	0
1549	16.4195	500	0
1550	16.4185	500	0
1551	16.417	500	0
1552	16.4155	500	0
1553	16.4145	500	0
1554	16.4135	500	0
1555	16.412	500	0
1556	16.4105	500	0
1557	16.4095	500	0
1558	16.4085	500	0
1559	16.407	500	0
1560	16.4055	500	0
1561	16.4045	500	0
1562	16.4035	500	0
1563	16.402	500	0
1564	16.4005	500	0
1565	16.3995	500	0
1566	16.3985	500	0
1567	16.397	500	0
1568	16.3955	500	0
1569	16.3945	500	0
1570	16.3935	500	0
1571	16.3925	500	0
1572	16.391	500	0
1573	16.3895	500	0
1574	16.3885	500	0
1575	16.3875	500	0
1576	16.3865	500	0
1577	16.385	500	0
1578	16.3835	500	0
1579	16.3825	500	0
1580	16.3815	500	0
1581	16.3805	500	0
1582	16.3795	500	0
1583	16.378	500	0
1584	16.3765	500	0
1585	16.3755	500	0
1586	16.3745	500	0
1587	16.3735	500	0
1588	16.3725	500	0
1589	16.3715	500	0
1590	16.37	500	0
1591	16.3685	500	0
1592	16.3675	500	0
1593	16.3665	500	0
1594	16.3655	500	0
1595	16.3645	500	0
1596	16.3635	500	0
1597	16.3625	500	0
1598	16.3615	500	0
1599	16.3605	500	0
1600	16.359	500	0
1601	16.3575	500	0
1602	16.3565	500	0
1603	16.3555	500	0
1604	16.3545	500	0
1605	16.3535	500	0
1606	16.3525	500	0
1607	16.3515	500	0
1608	16.3505	500	0
1609	16.3495	500	0
1610	16.3485	500	0
1611	16.3475	500	0
1612	16.3465	500	0
1613	16.3455	500	0
1614	16.3445	500	0
1615	16.343	500	0
1616	16.3415	500	0
1617	16.3405	500	0
1618	16.3395	500	0
1619	16.3385	500	0
1620	16.3375	500	0
1621	16.3365	500	0
1622	16.3355	500	0
1623	16.3345	500	0
1624	16.3335	500	0
1625	16.3325	500	0
1626	16.3315	500	0
1627	16.3305	500	0
1628	16.3295	500	0
1629	16.3285	500	0
1630	16.3275	500	0
1631	16.3265	500	0
1632	16.3255	500	0
1633	16.3245	500	0
1634	16.3235	500	0
1635	16.3225	500	0
1636	16.3215	500	0
1637	16.3205	500	0
1638	16.3195	500	0
1639	16.319	500	0
1640	16.3185	500	0
1641	16.3175	500	0
1642	16.3165	500	0
1643	16.3155	500	0
1644	16.3145	500	0
1645	16.3135	500	0
1646	16.3125	500	0
1647	16.3115	500	0
1648	16.3105	500	0
1649	16.3095	500	0
1650	16.3085	500	0
1651	16.3075	500	0
1652	16.3065	500	0
1653	16.3055	500	0
1654	16.3045	500	0
1655	16.304	500	0
1656	16.3035	500	0
1657	16.3025	500	0
1658	16.3015	500	0
1659	16.3005	500	0
1660	16.2995	500	0
1661	16.2985	500	0
1662	16.2975	500	0
1663	16.2965	500	0
1664	16.296	500	0
1665	16.2955	500	0
1666	16.2945	500	0
1667	16.2935	500	0
1668	16.2925	500	0
1669	16.2915	500	0
1670	16.2905	500	0
1671	16.2895	500	0
1672	16.289	500	0
1673	16.2885	500	0
1674	16.2875	500	0
1675	16.2865	500	0
1676	16.2855	500	0
1677	16.2845	500	0
1678	16.2835	500	0
1679	16.283	500	0
1680	16.2825	500	0
1681	16.2815	500	0
1682	16.2805	500	0
1683	16.2795	500	0
1684	16.2785	500	0
1685	16.278	500	0
1686	16.2775	500	0
1687	16.2765	500	0
1688	16.2755	500	0
1689	16.2745	500	0
1690	16.274	500	0
1691	16.2735	500	0
1692	16.2725	500	0
1693	16.2715	500	0
1694	16.2705	500	0
1695	16.2695	500	0
1696	16.269	500	0
1697	16.2685	500	0
1698	16.2675	500	0
1699	16.2665	500	0
1700	16.266	500	0
1701	16.2655	500	0
1702	16.2645	500	0
1703	15.632	329	0
1704	13.7685	0	0
1705	12.5	0	0
1706	12.426	0	0
1707	12.3525	0	0
1708	12.279	0	0
1709	12.2055	0	0
1710	12.133	0	0
1711	12.0605	0	0
1712	11.988	0	0
1713	11.916	0	0
1714	11.844	0	0
1715	11.772	0	0
1716	11.7005	0	0
1717	11.6295	0	0
1718	11.5585	0	0
1719	11.4875	0	0
1720	11.4165	0	0
1721	11.346	0	0
1722	11.276	0	0
1723	11.206	0	0
1724	11.1365	0	0
1725	11.0675	0	0
1726	10.9985	0	0
1727	10.9295	0	0
1728	10.8605	0	0
1729	10.792	0	0
1730	10.724	0	0
1731	10.656	0	0
1732	10.588	0	0
1733	10.52	0	0
1734	10.4525	0	0
1735	10.3855	0	0
1736	10.3185	0	0
1737	10.252	0	0
1738	10.1855	0	0
1739	10.119	0	0
1740	10.053	0	0
1741	10.01	6	0
1742	10	15	0
1743	10	23	0
1744	10	32	0
1745	10	40	0
1746	10	48	0
1747	10	56	0
1748	10	63	0
1749	10	71	0
1750	10	78	0
1751	10	85	0
1752	10	92	0
1753	10	99	0
1754	10	105	0
1755	10	112	0
1756	10	118	0
1757	10	124	0
1758	10	130	0
1759	10	136	0
1760	10	142	0
1761	10	147	0
1762	10	153	0
1763	10	158	0
1764	10	163	0
1765	10	168	0
1766	10	173	0
1767	10	178	0
1768	10	183	0
1769	10	188	0
1770	10	192	0
1771	10	197	0
1772	10	201	0
1773	10	205	0
1774	10	209	0
1775	10	213	0
1776	10	217	0
1777	10	221	0
1778	10	225	0
1779	10	229	0
1780	10	232	0
1781	10	236	0
1782	10	239	0
1783	10	243	0
1784	10	246	0
1785	10	249	0
1786	10	252	0
1787	10	255	0
1788	10	258	0
1789	10	261	0
1790	10	264	0
1791	10	267	0
1792	10	269	0
1793	10	272	0
1794	10	275	0
1795	10	277	0
1796	10	280	0
1797	10	282	0
1798	10	284	0
1799	10	287	0
1800	10	289	0
1801	10	291	0
1802	10	293	0
1803	10	295	0
1804	10	297	0
1805	10	299	0
1806	10	301	0
1807	10	303	0
1808	10	305	0
1809	10	307	0
1810	10	309	0
1811	10	311	0
1812	10	312	0
1813	10	314	0
1814	10	316	0
1815	10	317	0
1816	10	319	0
1817	10	320	0
1818	10	322	0
1819	10	323	0
1820	10	325	0
1821	10	326	0
1822	10	327	0
1823	10	329	0
1824	10	330	0
1825	10	331	0
1826	10	332	0
1827	10	334	0
1828	10	335	0
1829	10	336	0
1830	10	337	0
1831	10	338	0
1832	10	339	0
1833	10	340	0
1834	10	341	0
1835	10	342	0
1836	10	343	0
1837	10	344	0
1838	10	345	0
1839	10	346	0
1840	10	347	0
1841	10	348	0
1842	10	349	0
1843	10	349	0
1844	10	350	0
1845	10	351	0
1846	10	352	0
1847	10	352	0
1848	10	353	0
1849	10	354	0
1850	10	355	0
1851	10	355	0
1852	10	356	0
1853	10	357	0
1854	10	357	0
1855	10	358	0
1856	10	358	0
1857	10	359	0
1858	10	360	0
1859	10	360	0
1860	10	361	0
1861	10	361	0
1862	10	362	0
1863	10	362	0
1864	10	363	0
1865	10	363	0
1866	10	364	0
1867	10	364	0
1868	10	365	0
1869	10	365	0
1870	10	366	0
1871	10	366	0
1872	10	367	0
1873	10	367	0
1874	10	367	0
1875	10	368	0
1876	10	368	0
1877	10	368	0
1878	10	369	0
1879	10	369	0
1880	10	370	0
1881	10	370	0
1882	10	370	0
1883	10	371	0
1884	10	371	0
1885	10	371	0
1886	10	371	0
1887	10	372	0
1888	10	372	0
1889	10	372	0
1890	10	373	0
1891	10	373	0
1892	10	373	0
1893	10	373	0
1894	10	374	0
1895	10	374	0
1896	10	374	0
1897	10	374	0
1898	10	375	0
1899	10	375	0
1900	10	375	0
1901	10	375	0
1902	10	375	0
1903	10	376	0
1904	10	376	0
1905	10	376	0
1906	10	376	0
1907	10	376	0
1908	10	377	0
1909	10	377	0
1910	10	377	0
1911	10	377	0
1912	10	377	0
1913	10	377	0
1914	10	378	0
1915	10	378	0
1916	10	378	0
1917	10	378	0
1918	10	378	0
1919	10	378	0
1920	10	378	0
1921	10	379	0
1922	10	379	0
1923	10	379	0
1924	10	379	0
1925	10	379	0
1926	10	379	0
1927	10	379	0
1928	10	379	0
1929	10	380	0
1930	10	380	0
1931	10	380	0
1932	10	380	0
1933	10	380	0
1934	10	380	0
1935	10	380	0
1936	10	380	0
1937	10	380	0
1938	10	380	0
1939	10	381	0
1940	10	381	0
1941	10	381	0
1942	10	381	0
1943	10	381	0
1944	10	381	0
1945	10	381	0
1946	10	381	0
1947	10	381	0
1948	10	381	0
1949	10	381	0
1950	10	381	0
1951	10	381	0
1952	10	381	0
1953	10	382	0
1954	10	382	0
1955	10	382	0
1956	10	382	0
1957	10	382	0
1958	10	382	0
1959	10	382	0
1960	10	382	0
1961	10	382	0
1962	10	382	0
1963	10	382	0
1964	10	382	0
1965	10	382	0
1966	10	382	0
1967	10	382	0
1968	10	382	0
1969	10	382	0
1970	10	382	0
1971	10	382	0
1972	10	382	0
1973	10	383	0
1974	10	383	0
1975	10	383	0
1976	10	383	0
1977	10	383	0
1978	10	383	0
1979	10	383	0
1980	10	383	0
1981	10	383	0
1982	10	383	0
1983	10	383	0
1984	10	383	0
1985	10	383	0
1986	10	383	0
1987	10	383	0
1988	10	383	0
1989	10	383	0
1990	10	383	0
1991	10	383	0
1992	10	383	0
1993	10	383	0
1994	10	383	0
1995	10	383	0
1996	10	383	0
1997	10	383	0
1998	10	383	0
1999	10	383	0
2000	10	383	0
2001	10	383	0
2002	10	383	0
2003	10	383	0
2004	10	383	0
2005	10	383	0
2006	10	383	0
2007	10	383	0
2008	10	383	0
2009	10	383	0
2010	10	383	0
2011	10	384	0
2012	10	384	0
2013	10	384	0
2014	10	384	0
2015	10	384	0
2016	10	384	0
2017	10	384	0
2018	10	384	0
2019	10	384	0
2020	10	384	0
2021	10	384	0
2022	10	384	0
2023	10	384	0
2024	10	384	0
2025	10	384	0
2026	10	384	0
2027	10	384	0
2028	10	384	0
2029	10	384	0
2030	10	384	0
2031	10	384	0
2032	10	384	0
2033	10	384	0
2034	10	384	0
2035	10	384	0
2036	10	384	0
2037	10	384	0
2038	10	384	0
2039	10	384	0
2040	10	384	0
2041	10	384	0
2042	10	384	0
2043	10	384	0
2044	10	384	0
2045	10	384	0
2046	10	384	0
2047	10	384	0
2048	10	384	0
2049	10	384	0
2050	10	384	0
2051	10	384	0
2052	10	384	0
2053	10	384	0
2054	10	384	0
2055	10	384	0
2056	10	384	0
2057	10	384	0
2058	10	384	0
2059	10	384	0
2060	10	384	0
2061	10	384	0
2062	10	384	0
2063	10	384	0
2064	10	384	0
2065	10	384	0
2066	10	384	0
2067	10	384	0
2068	10	384	0
2069	10	384	0
2070	10	384	0
2071	10	384	0
2072	10	384	0
2073	10	384	0
2074	10	384	0
2075	10	384	0
2076	10	384	0
2077	10	384	0
2078	10	384	0
2079	10	384	0
2080	10	384	0
2081	10	384	0
2082	10	384	0
2083	10	384	0
2084	10	384	0
2085	10	384	0
2086	10	384	0
2087	10	384	0
2088	10	384	0
2089	10	384	0
2090	10	384	0
2091	10	384	0
2092	10	384	0
2093	10	384	0
2094	10	384	0
2095	10	384	0
2096	10	384	0
2097	10	384	0
2098	10	384	0
2099	10	384	0
2100	10	384	0
2101	10	384	0
2102	10	384	0
2103	10	384	0
2104	10	384	0
2105	10	384	0
2106	10	384	0
2107	10	384	0
2108	10	384	0
2109	10	384	0
2110	10	384	0
2111	10	384	0
2112	10	384	0
2113	10	384	0
2114	10	384	0
2115	10	384	0
2116	10	384	0
2117	10	384	0
2118	10	384	0
2119	10	384	0
2120	10	384	0
2121	10	384	0
2122	10	384	0
2123	10	384	0
2124	10	384	0
2125	10	384	0
2126	10	384	0
2127	10	384	0
2128	10	384	0
2129	10	384	0
2130	10	384	0
2131	10	384	0
2132	10	384	0
2133	10	384	0
2134	10	384	0
2135	10	384	0
2136	10	384	0
2137	10	384	0
2138	10	384	0
2139	10	384	0
2140	10	384	0
2141	10	384	0
2142	10	384	0
2143	10	384	0
2144	10	384	0
2145	10	384	0
2146	10	384	0
2147	10	384	0
2148	10	384	0
2149	10	384	0
2150	10	384	0
2151	10	384	0
2152	10	384	0
2153	10	384	0
2154	10	384	0
2155	10	384	0
2156	10	384	0
2157	10	384	0
2158	10	384	0
2159	10	384	0
2160	10	384	0
2161	10	384	0
2162	10	384	0
2163	10	384	0
2164	10	384	0
2165	10	384	0
2166	10	384	0
2167	10	384	0
2168	10	384	0
2169	10	384	0
2170	10	384	0
2171	10	384	0
2172	10	384	0
2173	10	384	0
2174	10	384	0
2175	10	384	0
2176	10	384	0
2177	10	384	0
2178	10	384	0
2179	10	384	0
2180	10	384	0
2181	10	384	0
2182	10	384	0
2183	10	384	0
2184	10	384	0
2185	10	384	0
2186	10	384	0
2187	10	384	0
2188	10	384	0
2189	10	384	0
2190	10	384	0
2191	10	384	0
2192	10	384	0
2193	10	384	0
2194	10	384	0
2195	10	384	0
2196	10	384	0
2197	10	384	0
2198	10	384	0
2199	10	384	0
2200	10	384	0
2201	10	384	0
2202	10	384	0
2203	10	384	0
2204	10	384	0
2205	10	384	0
2206	10	384	0
2207	10	384	0
2208	10	384	0
2209	10	384	0
2210	10	384	0
2211	10	384	0
2212	10	384	0
2213	10	384	0
2214	10	384	0
2215	10	384	0
2216	10	384	0
2217	10	384	0
2218	10	384	0
2219	10	384	0
2220	10	384	0
2221	10	384	0
2222	10	384	0
2223	10	384	0
2224	10	384	0
2225	10	384	0
2226	10	384	0
2227	10	384	0
2228	10	384	0
2229	10	384	0
2230	10	384	0
2231	10	384	0
2232	10	384	0
2233	10	384	0
2234	10	384	0
2235	10	384	0
2236	10	384	0
2237	10	384	0
2238	10	384	0
2239	10	384	0
2240	10	384	0
2241	10	384	0
2242	10	384	0
2243	10	384	0
2244	10	384	0
2245	10	384	0
2246	10	384	0
2247	10	384	0
2248	10	384	0
2249	10	384	0
2250	10	384	0
2251	10	384	0
2252	10	384	0
2253	10	384	0
2254	10	384	0
2255	10	384	0
2256	10	384	0
2257	10	384	0
2258	10	384	0
2259	10	384	0
2260	10	384	0
2261	10	384	0
2262	10	384	0
2263	10	384	0
2264	10	384	0
2265	10	384	0
2266	10	384	0
2267	10	384	0
2268	10	384	0
2269	10	384	0
2270	10	384	0
2271	10	384	0
2272	10	384	0
2273	10	384	0
2274	10	384	0
2275	10	384	0
2276	10	384	0
2277	10	384	0
2278	10	384	0
2279	10	384	0
2280	10	384	0
2281	10	384	0
2282	10	384	0
2283	10	384	0
2284	10	384	0
2285	10	384	0
2286	10	384	0
2287	10	384	0
2288	10	384	0
2289	10	384	0
2290	10	384	0
2291	10	384	0
2292	10	384	0
2293	10	384	0
2294	10	384	0
2295	10	384	0
2296	10	384	0
2297	10	384	0
2298	10	384	0
2299	10	384	0
2300	10	384	0
2301	10	384	0
2302	10	384	0
2303	10	384	0
2304	10	384	0
2305	10	384	0
2306	10	384	0
2307	10	384	0
2308	10	384	0
2309	10	384	0
2310	10	384	0
2311	10	384	0
2312	10	384	0
2313	10	384	0
2314	10	384	0
2315	10	384	0
2316	10	384	0
2317	10	384	0
2318	10	384	0
2319	10	384	0
2320	10	384	0
2321	10	384	0
2322	10	384	0
2323	10	384	0
2324	10	384	0
2325	10	384	0
2326	10	384	0
2327	10	384	0
2328	10	384	0
2329	10	384	0
2330	10	384	0
2331	10	384	0
2332	10	384	0
2333	10	384	0
2334	10	384	0
2335	10	384	0
2336	10	384	0
2337	10	384	0
2338	10	384	0
2339	10	384	0
2340	10	384	0
2341	10	384	0
2342	10	384	0
2343	10	384	0
2344	10	384	0
2345	10	384	0
2346	10	384	0
2347	10	384	0
2348	10	384	0
2349	10	384	0
2350	10	384	0
2351	10	384	0
2352	10	384	0
2353	10	384	0
2354	10	384	0
2355	10	384	0
2356	10	384	0
2357	10	384	0
2358	10	384	0
2359	10	384	0
2360	10	384	0
2361	10	384	0
2362	10	384	0
2363	10	384	0
2364	10	384	0
2365	10	384	0
2366	10	384	0
2367	10	384	0
2368	10	384	0
2369	10	384	0
2370	10	384	0
2371	10	384	0
2372	10	384	0
2373	10	384	0
2374	10	384	0
2375	10	384	0
2376	10	384	0
2377	10	384	0
2378	10	384	0
2379	10	384	0
2380	10	384	0
2381	10	384	0
2382	10	384	0
2383	10	384	0
2384	10	384	0
2385	10	384	0
2386	10	384	0
2387	10	384	0
2388	10	384	0
2389	10	384	0
2390	10	384	0
2391	10	384	0
2392	10	384	0
2393	10	384	0
2394	10	384	0
2395	10	384	0
2396	10	384	0
2397	10	384	0
2398	10	384	0
2399	10	384	0
2400	10	384	0
2401	10	384	0
2402	10	384	0
2403	10	384	0
2404	10	384	0
2405	10	384	0
2406	10	384	0
2407	10	384	0
2408	10	384	0
2409	10	384	0
2410	10	384	0
2411	10	384	0
2412	10	384	0
2413	10	384	0
2414	10	384	0
2415	10	384	0
2416	10	384	0
2417	10	384	0
2418	10	384	0
2419	10	384	0
2420	10	384	0
2421	10	384	0
2422	10	384	0
2423	10	384	0
2424	10	384	0
2425	10	384	0
2426	10	384	0
2427	10	384	0
2428	10	384	0
2429	10	384	0
2430	10	384	0
2431	10	384	0
2432	10	384	0
2433	10	384	0
2434	10	384	0
2435	10	384	0
2436	10	384	0
2437	10	384	0
2438	10	384	0
2439	10	384	0
2440	10	384	0
2441	10	384	0
2442	10	384	0
2443	10	384	0
2444	10	384	0
2445	10	384	0
2446	10	384	0
2447	10	384	0
2448	10	384	0
2449	10	384	0
2450	10	384	0
2451	10	384	0
2452	10	384	0
2453	10	384	0
2454	10	384	0
2455	10	384	0
2456	10	384	0
2457	10	384	0
2458	10	384	0
2459	10	384	0
2460	10	384	0
2461	10	384	0
2462	10	384	0
2463	10	384	0
2464	10	384	0
2465	10	384	0
2466	10	384	0
2467	10	384	0
2468	10	384	0
2469	10	384	0
2470	10	384	0
2471	10	384	0
2472	10	384	0
2473	10	384	0
2474	10	384	0
2475	10	384	0
2476	10	384	0
2477	10	384	0
2478	10	384	0
2479	10	384	0
2480	10	384	0
2481	10	384	0
2482	10	384	0
2483	10	384	0
2484	10	384	0
2485	10	384	0
2486	10	384	0
2487	10	384	0
2488	10	384	0
2489	10	384	0
2490	10	384	0
2491	10	384	0
2492	10	384	0
2493	10	384	0
2494	10	384	0
2495	10	384	0
2496	10	384	0
2497	10	384	0
2498	10	384	0
2499	10	384	0
2500	10	384	0
2501	10	384	0
2502	10	384	0
2503	10	384	0
2504	10	384	0
2505	10	384	0
2506	10	384	0
2507	10	384	0
2508	10	384	0
2509	10	384	0
