Zeit [h]	Variante 7.1 Raumlufttemperatur [C]	Variante 7.1 Trans.Strahlung Fenster [W/m2]	Variante 7.1 Wärmeleitung Fenster [W/m2]	Variante 7.2 Raumlufttemperatur [C]	Variante 7.2 Trans.Strahlung Fenster [W/m2]	Variante 7.2 Wärmeleitung Fenster [W/m2]	Variante 7.3 Raumlufttemperatur [C]	Variante 7.3 Trans.Strahlung Fenster [W/m2]	Variante 7.3 Wärmeleitung Fenster [W/m2]
0	20	0	0	20	0	0	20	0	0
1	20	0	0	20	0	0	20	0	0
2	20	0	0	20	0	0	20	0	0
3	20	0	0	20	0	0	20	0	0
4	20	0	0	20	0	0	20	0	0
5	20	0	0	20	0	0	20	0	0
6	20	0	0	20	0	0	20	0	0
7	20	0	0	20	0	0	20	0	0
8	20	0	0	20	0	0	20	0	0
9	20	0	0	20	0	0	20	0	0
10	20	0	0	20	0	0	20	0	0
11	20	0	0	20	0	0	20	0	0
12	20	0	0	20	0	0	20	0	0
13	20	0	0	20	0	0	20	0	0
14	20	0	0	20	0	0	20	0	0
15	20	0	0	20	0	0	20	0	0
16	20	0	0	20	0	0	20	0	0
17	20	0	0	20	0	0	20	0	0
18	20	0	0	20	0	0	20	0	0
19	20	0	0	20	0	0	20	0	0
20	20	0	0	20	0	0	20	0	0
21	20	0	0	20	0	0	20	0	0
22	20	0	0	20	0	0	20	0	0
23	20	0	0	20	0	0	20	0	0
24	20	0	0	20	0	0	20	0	0
25	20	0	0	20	0	0	20	0	0
26	20	0	0	20	0	0	20	0	0
27	20	0	0	20	0	0	20	0	0
28	20	0	0	20	0	0	20	0	0
29	20	0	0	20	0	0	20	0	0
30	20	0	0	20	0	0	20	0	0
31	20	0	0	20	0	0	20	0	0
32	20	0	0	20	0	0	20	0	0
33	20	0	0	20	0	0	20	0	0
34	20	0	0	20	0	0	20	0	0
35	20	0	0	20	0	0	20	0	0
36	20	0	0	20	0	0	20	0	0
37	20	0	0	20	0	0	20	0	0
38	20	0	0	20	0	0	20	0	0
39	20	0	0	20	0	0	20	0	0
40	20	0	0	20	0	0	20	0	0
41	20	0	0	20	0	0	20	0	0
42	20	0	0	20	0	0	20	0	0
43	20	0	0	20	0	0	20	0	0
44	20	0	0	20	0	0	20	0	0
45	20	0	0	20	0	0	20	0	0
46	20	0	0	20	0	0	20	0	0
47	20	0	0	20	0	0	20	0	0
48	20	0	0	20	0	0	20	0	0
49	20	0	0	20	0	0	20	0	0
50	20	0	0	20	0	0	20	0	0
51	20	0	0	20	0	0	20	0	0
52	20	0	0	20	0	0	20	0	0
53	20	0	0	20	0	0	20	0	0
54	20	0	0	20	0	0	20	0	0
55	20	0	0	20	0	0	20	0	0
56	20	0	0	20	0	0	20	0	0
57	20	0	0	20	0	0	20	0	0
58	20	0	0	20	0	0	20	0	0
59	20	0	0	20	0	0	20	0	0
60	20	0	0	20	0	0	20	0	0
61	20	0	0	20	0	0	20	0	0
62	20	0	0	20	0	0	20	0	0
63	20	0	0	20	0	0	20	0	0
64	20	0	0	20	0	0	20	0	0
65	20	0	0	20	0	0	20	0	0
66	20	0	0	20	0	0	20	0	0
67	20	0	0	20	0	0	20	0	0
68	20	0	0	20	0	0	20	0	0
69	20	0	0	20	0	0	20	0	0
70	20	0	0	20	0	0	20	0	0
71	20	0	0	20	0	0	20	0	0
72	20	0	0	20	0	0	20	0	0
73	20	0	0	20	0	0	20	0	0
74	20	0	0	20	0	0	20	0	0
75	20	0	0	20	0	0	20	0	0
76	20	0	0	20	0	0	20	0	0
77	20	0	0	20	0	0	20	0	0
78	20	0	0	20	0	0	20	0	0
79	20	0	0	20	0	0	20	0	0
80	20	0	0	20	0	0	20	0	0
81	20	0	0	20	0	0	20	0	0
82	20	0	0	20	0	0	20	0	0
83	20	0	0	20	0	0	20	0	0
84	20	0	0	20	0	0	20	0	0
85	20	0	0	20	0	0	20	0	0
86	20	0	0	20	0	0	20	0	0
87	20	0	0	20	0	0	20	0	0
88	20	0	0	20	0	0	20	0	0
89	20	0	0	20	0	0	20	0	0
90	20	0	0	20	0	0	20	0	0
91	20	0	0	20	0	0	20	0	0
92	20	0	0	20	0	0	20	0	0
93	20	0	0	20	0	0	20	0	0
94	20	0	0	20	0	0	20	0	0
95	20	0	0	20	0	0	20	0	0
96	20	0	0	20	0	0	20	0	0
97	20	0	0	20	0	0	20	0	0
98	20	0	0	20	0	0	20	0	0
99	20	0	0	20	0	0	20	0	0
100	20	0	0	20	0	0	20	0	0
101	20	0	0	20	0	0	20	0	0
102	20	0	0	20	0	0	20	0	0
103	20	0	0	20	0	0	20	0	0
104	20	0	0	20	0	0	20	0	0
105	20	0	0	20	0	0	20	0	0
106	20	0	0	20	0	0	20	0	0
107	20	0	0	20	0	0	20	0	0
108	20	0	0	20	0	0	20	0	0
109	20	0	0	20	0	0	20	0	0
110	20	0	0	20	0	0	20	0	0
111	20	0	0	20	0	0	20	0	0
112	20	0	0	20	0	0	20	0	0
113	20	0	0	20	0	0	20	0	0
114	20	0	0	20	0	0	20	0	0
115	20	0	0	20	0	0	20	0	0
116	20	0	0	20	0	0	20	0	0
117	20	0	0	20	0	0	20	0	0
118	20	0	0	20	0	0	20	0	0
119	20	0	0	20	0	0	20	0	0
120	20	0	0	20	0	0	20	0	0
121	20	0	0	20	0	0	20	0	0
122	20	0	0	20	0	0	20	0	0
123	20	0	0	20	0	0	20	0	0
124	20	0	0	20	0	0	20	0	0
125	20	0	0	20	0	0	20	0	0
126	20	0	0	20	0	0	20	0	0
127	20	0	0	20	0	0	20	0	0
128	20	0	0	20	0	0	20	0	0
129	20	0	0	20	0	0	20	0	0
130	20	0	0	20	0	0	20	0	0
131	20	0	0	20	0	0	20	0	0
132	20	0	0	20	0	0	20	0	0
133	20	0	0	20	0	0	20	0	0
134	20	0	0	20	0	0	20	0	0
135	20	0	0	20	0	0	20	0	0
136	20	0	0	20	0	0	20	0	0
137	20	0	0	20	0	0	20	0	0
138	20	0	0	20	0	0	20	0	0
139	20	0	0	20	0	0	20	0	0
140	20	0	0	20	0	0	20	0	0
141	20	0	0	20	0	0	20	0	0
142	20	0	0	20	0	0	20	0	0
143	20	0	0	20	0	0	20	0	0
144	20	0	0	20	0	0	20	0	0
145	20	0	0	20	0	0	20	0	0
146	20	0	0	20	0	0	20	0	0
147	20	0	0	20	0	0	20	0	0
148	20	0	0	20	0	0	20	0	0
149	20	0	0	20	0	0	20	0	0
150	20	0	0	20	0	0	20	0	0
151	20	0	0	20	0	0	20	0	0
152	20	0	0	20	0	0	20	0	0
153	20	0	0	20	0	0	20	0	0
154	20	0	0	20	0	0	20	0	0
155	20	0	0	20	0	0	20	0	0
156	20	0	0	20	0	0	20	0	0
157	20	0	0	20	0	0	20	0	0
158	20	0	0	20	0	0	20	0	0
159	20	0	0	20	0	0	20	0	0
160	20	0	0	20	0	0	20	0	0
161	20	0	0	20	0	0	20	0	0
162	20	0	0	20	0	0	20	0	0
163	20	0	0	20	0	0	20	0	0
164	20	0	0	20	0	0	20	0	0
165	20	0	0	20	0	0	20	0	0
166	20	0	0	20	0	0	20	0	0
167	20	0	0	20	0	0	20	0	0
168	20	0	0	20	0	0	20	0	0
169	20	0	0	20	0	0	20	0	0
170	20	0	0	20	0	0	20	0	0
171	20	0	0	20	0	0	20	0	0
172	20	0	0	20	0	0	20	0	0
173	20	0	0	20	0	0	20	0	0
174	20	0	0	20	0	0	20	0	0
175	20	0	0	20	0	0	20	0	0
176	20	0	0	20	0	0	20	0	0
177	20	0	0	20	0	0	20	0	0
178	20	0	0	20	0	0	20	0	0
179	20	0	0	20	0	0	20	0	0
180	20	0	0	20	0	0	20	0	0
181	20	0	0	20	0	0	20	0	0
182	20	0	0	20	0	0	20	0	0
183	20	0	0	20	0	0	20	0	0
184	20	0	0	20	0	0	20	0	0
185	20	0	0	20	0	0	20	0	0
186	20	0	0	20	0	0	20	0	0
187	20	0	0	20	0	0	20	0	0
188	20	0	0	20	0	0	20	0	0
189	20	0	0	20	0	0	20	0	0
190	20	0	0	20	0	0	20	0	0
191	20	0	0	20	0	0	20	0	0
192	20	0	0	20	0	0	20	0	0
193	20	0	0	20	0	0	20	0	0
194	20	0	0	20	0	0	20	0	0
195	20	0	0	20	0	0	20	0	0
196	20	0	0	20	0	0	20	0	0
197	20	0	0	20	0	0	20	0	0
198	20	0	0	20	0	0	20	0	0
199	20	0	0	20	0	0	20	0	0
200	20	0	0	20	0	0	20	0	0
201	20	0	0	20	0	0	20	0	0
202	20	0	0	20	0	0	20	0	0
203	20	0	0	20	0	0	20	0	0
204	20	0	0	20	0	0	20	0	0
205	20	0	0	20	0	0	20	0	0
206	20	0	0	20	0	0	20	0	0
207	20	0	0	20	0	0	20	0	0
208	20	0	0	20	0	0	20	0	0
209	20	0	0	20	0	0	20	0	0
210	20	0	0	20	0	0	20	0	0
211	20	0	0	20	0	0	20	0	0
212	20	0	0	20	0	0	20	0	0
213	20	0	0	20	0	0	20	0	0
214	20	0	0	20	0	0	20	0	0
215	20	0	0	20	0	0	20	0	0
216	20	0	0	20	0	0	20	0	0
217	20	0	0	20	0	0	20	0	0
218	20	0	0	20	0	0	20	0	0
219	20	0	0	20	0	0	20	0	0
220	20	0	0	20	0	0	20	0	0
221	20	0	0	20	0	0	20	0	0
222	20	0	0	20	0	0	20	0	0
223	20	0	0	20	0	0	20	0	0
224	20	0	0	20	0	0	20	0	0
225	20	0	0	20	0	0	20	0	0
226	20	0	0	20	0	0	20	0	0
227	20	0	0	20	0	0	20	0	0
228	20	0	0	20	0	0	20	0	0
229	20	0	0	20	0	0	20	0	0
230	20	0	0	20	0	0	20	0	0
231	20	0	0	20	0	0	20	0	0
232	20	0	0	20	0	0	20	0	0
233	20	0	0	20	0	0	20	0	0
234	20	0	0	20	0	0	20	0	0
235	20	0	0	20	0	0	20	0	0
236	20	0	0	20	0	0	20	0	0
237	20	0	0	20	0	0	20	0	0
238	20	0	0	20	0	0	20	0	0
239	20	0	0	20	0	0	20	0	0
240	20	0	0	20	0	0	20	0	0
241	20	0	0	20	0	0	20	0	0
242	20	0	0	20	0	0	20	0	0
243	20	0	0	20	0	0	20	0	0
244	20	0	0	20	0	0	20	0	0
245	20	0	0	20	0	0	20	0	0
246	20	0	0	20	0	0	20	0	0
247	20	0	0	20	0	0	20	0	0
248	20	0	0	20	0	0	20	0	0
249	20	0	0	20	0	0	20	0	0
250	20	0	0	20	0	0	20	0	0
251	20	0	0	20	0	0	20	0	0
252	20	0	0	20	0	0	20	0	0
253	20	0	0	20	0	0	20	0	0
254	20	0	0	20	0	0	20	0	0
255	20	0	0	20	0	0	20	0	0
256	20	0	0	20	0	0	20	0	0
257	20	0	0	20	0	0	20	0	0
258	20	0	0	20	0	0	20	0	0
259	20	0	0	20	0	0	20	0	0
260	20	0	0	20	0	0	20	0	0
261	20	0	0	20	0	0	20	0	0
262	20	0	0	20	0	0	20	0	0
263	20	0	0	20	0	0	20	0	0
264	20	0	0	20	0	0	20	0	0
265	20	0	0	20	0	0	20	0	0
266	20	0	0	20	0	0	20	0	0
267	20	0	0	20	0	0	20	0	0
268	20	0	0	20	0	0	20	0	0
269	20	0	0	20	0	0	20	0	0
270	20	0	0	20	0	0	20	0	0
271	20	0	0	20	0	0	20	0	0
272	20	0	0	20	0	0	20	0	0
273	20	0	0	20	0	0	20	0	0
274	20	0	0	20	0	0	20	0	0
275	20	0	0	20	0	0	20	0	0
276	20	0	0	20	0	0	20	0	0
277	20	0	0	20	0	0	20	0	0
278	20	0	0	20	0	0	20	0	0
279	20	0	0	20	0	0	20	0	0
280	20	0	0	20	0	0	20	0	0
281	20	0	0	20	0	0	20	0	0
282	20	0	0	20	0	0	20	0	0
283	20	0	0	20	0	0	20	0	0
284	20	0	0	20	0	0	20	0	0
285	20	0	0	20	0	0	20	0	0
286	20	0	0	20	0	0	20	0	0
287	20	0	0	20	0	0	20	0	0
288	20	0	0	20	0	0	20	0	0
289	20	0	0	20	0	0	20	0	0
290	20	0	0	20	0	0	20	0	0
291	20	0	0	20	0	0	20	0	0
292	20	0	0	20	0	0	20	0	0
293	20	0	0	20	0	0	20	0	0
294	20	0	0	20	0	0	20	0	0
295	20	0	0	20	0	0	20	0	0
296	20	0	0	20	0	0	20	0	0
297	20	0	0	20	0	0	20	0	0
298	20	0	0	20	0	0	20	0	0
299	20	0	0	20	0	0	20	0	0
300	20	0	0	20	0	0	20	0	0
301	20	0	0	20	0	0	20	0	0
302	20	0	0	20	0	0	20	0	0
303	20	0	0	20	0	0	20	0	0
304	20	0	0	20	0	0	20	0	0
305	20	0	0	20	0	0	20	0	0
306	20	0	0	20	0	0	20	0	0
307	20	0	0	20	0	0	20	0	0
308	20	0	0	20	0	0	20	0	0
309	20	0	0	20	0	0	20	0	0
310	20	0	0	20	0	0	20	0	0
311	20	0	0	20	0	0	20	0	0
312	20	0	0	20	0	0	20	0	0
313	20	0	0	20	0	0	20	0	0
314	20	0	0	20	0	0	20	0	0
315	20	0	0	20	0	0	20	0	0
316	20	0	0	20	0	0	20	0	0
317	20	0	0	20	0	0	20	0	0
318	20	0	0	20	0	0	20	0	0
319	20	0	0	20	0	0	20	0	0
320	20	0	0	20	0	0	20	0	0
321	20	0	0	20	0	0	20	0	0
322	20	0	0	20	0	0	20	0	0
323	20	0	0	20	0	0	20	0	0
324	20	0	0	20	0	0	20	0	0
325	20	0	0	20	0	0	20	0	0
326	20	0	0	20	0	0	20	0	0
327	20	0	0	20	0	0	20	0	0
328	20	0	0	20	0	0	20	0	0
329	20	0	0	20	0	0	20	0	0
330	20	0	0	20	0	0	20	0	0
331	20	0	0	20	0	0	20	0	0
332	20	0	0	20	0	0	20	0	0
333	20	0	0	20	0	0	20	0	0
334	20	0	0	20	0	0	20	0	0
335	20	0	0	20	0	0	20	0	0
336	20	0	0	20	0	0	20	0	0
337	20	0	0	20	0	0	20	0	0
338	20	0	0	20	0	0	20	0	0
339	20	0	0	20	0	0	20	0	0
340	20	0	0	20	0	0	20	0	0
341	20	0	0	20	0	0	20	0	0
342	20	0	0	20	0	0	20	0	0
343	20	0	0	20	0	0	20	0	0
344	20	0	0	20	0	0	20	0	0
345	20	0	0	20	0	0	20	0	0
346	20	0	0	20	0	0	20	0	0
347	20	0	0	20	0	0	20	0	0
348	20	0	0	20	0	0	20	0	0
349	20	0	0	20	0	0	20	0	0
350	20	0	0	20	0	0	20	0	0
351	20	0	0	20	0	0	20	0	0
352	20	0	0	20	0	0	20	0	0
353	20	0	0	20	0	0	20	0	0
354	20	0	0	20	0	0	20	0	0
355	20	0	0	20	0	0	20	0	0
356	20	0	0	20	0	0	20	0	0
357	20	0	0	20	0	0	20	0	0
358	20	0	0	20	0	0	20	0	0
359	20	0	0	20	0	0	20	0	0
360	20	0	0	20	0	0	20	0	0
361	20	0	0	20	0	0	20	0	0
362	20	0	0	20	0	0	20	0	0
363	20	0	0	20	0	0	20	0	0
364	20	0	0	20	0	0	20	0	0
365	20	0	0	20	0	0	20	0	0
366	20	0	0	20	0	0	20	0	0
367	20	0	0	20	0	0	20	0	0
368	20	0	0	20	0	0	20	0	0
369	20	0	0	20	0	0	20	0	0
370	20	0	0	20	0	0	20	0	0
371	20	0	0	20	0	0	20	0	0
372	20	0	0	20	0	0	20	0	0
373	20	0	0	20	0	0	20	0	0
374	20	0	0	20	0	0	20	0	0
375	20	0	0	20	0	0	20	0	0
376	20	0	0	20	0	0	20	0	0
377	20	0	0	20	0	0	20	0	0
378	20	0	0	20	0	0	20	0	0
379	20	0	0	20	0	0	20	0	0
380	20	0	0	20	0	0	20	0	0
381	20	0	0	20	0	0	20	0	0
382	20	0	0	20	0	0	20	0	0
383	20	0	0	20	0	0	20	0	0
384	20	0	0	20	0	0	20	0	0
385	20	0	0	20	0	0	20	0	0
386	20	0	0	20	0	0	20	0	0
387	20	0	0	20	0	0	20	0	0
388	20	0	0	20	0	0	20	0	0
389	20	0	0	20	0	0	20	0	0
390	20	0	0	20	0	0	20	0	0
391	20	0	0	20	0	0	20	0	0
392	20	0	0	20	0	0	20	0	0
393	20	0	0	20	0	0	20	0	0
394	20	0	0	20	0	0	20	0	0
395	20	0	0	20	0	0	20	0	0
396	20	0	0	20	0	0	20	0	0
397	20	0	0	20	0	0	20	0	0
398	20	0	0	20	0	0	20	0	0
399	20	0	0	20	0	0	20	0	0
400	20	0	0	20	0	0	20	0	0
401	20	0	0	20	0	0	20	0	0
402	20	0	0	20	0	0	20	0	0
403	20	0	0	20	0	0	20	0	0
404	20	0	0	20	0	0	20	0	0
405	20	0	0	20	0	0	20	0	0
406	20	0	0	20	0	0	20	0	0
407	20	0	0	20	0	0	20	0	0
408	20	0	0	20	0	0	20	0	0
409	20	0	0	20	0	0	20	0	0
410	20	0	0	20	0	0	20	0	0
411	20	0	0	20	0	0	20	0	0
412	20	0	0	20	0	0	20	0	0
413	20	0	0	20	0	0	20	0	0
414	20	0	0	20	0	0	20	0	0
415	20	0	0	20	0	0	20	0	0
416	20	0	0	20	0	0	20	0	0
417	20	0	0	20	0	0	20	0	0
418	20	0	0	20	0	0	20	0	0
419	20	0	0	20	0	0	20	0	0
420	20	0	0	20	0	0	20	0	0
421	20	0	0	20	0	0	20	0	0
422	20	0	0	20	0	0	20	0	0
423	20	0	0	20	0	0	20	0	0
424	20	0	0	20	0	0	20	0	0
425	20	0	0	20	0	0	20	0	0
426	20	0	0	20	0	0	20	0	0
427	20	0	0	20	0	0	20	0	0
428	20	0	0	20	0	0	20	0	0
429	20	0	0	20	0	0	20	0	0
430	20	0	0	20	0	0	20	0	0
431	20	0	0	20	0	0	20	0	0
432	20	0	0	20	0	0	20	0	0
433	20	0	0	20	0	0	20	0	0
434	20	0	0	20	0	0	20	0	0
435	20	0	0	20	0	0	20	0	0
436	20	0	0	20	0	0	20	0	0
437	20	0	0	20	0	0	20	0	0
438	20	0	0	20	0	0	20	0	0
439	20	0	0	20	0	0	20	0	0
440	20	0	0	20	0	0	20	0	0
441	20	0	0	20	0	0	20	0	0
442	20	0	0	20	0	0	20	0	0
443	20	0	0	20	0	0	20	0	0
444	20	0	0	20	0	0	20	0	0
445	20	0	0	20	0	0	20	0	0
446	20	0	0	20	0	0	20	0	0
447	20	0	0	20	0	0	20	0	0
448	20	0	0	20	0	0	20	0	0
449	20	0	0	20	0	0	20	0	0
450	20	0	0	20	0	0	20	0	0
451	20	0	0	20	0	0	20	0	0
452	20	0	0	20	0	0	20	0	0
453	20	0	0	20	0	0	20	0	0
454	20	0	0	20	0	0	20	0	0
455	20	0	0	20	0	0	20	0	0
456	20	0	0	20	0	0	20	0	0
457	20	0	0	20	0	0	20	0	0
458	20	0	0	20	0	0	20	0	0
459	20	0	0	20	0	0	20	0	0
460	20	0	0	20	0	0	20	0	0
461	20	0	0	20	0	0	20	0	0
462	20	0	0	20	0	0	20	0	0
463	20	0	0	20	0	0	20	0	0
464	20	0	0	20	0	0	20	0	0
465	20	0	0	20	0	0	20	0	0
466	20	0	0	20	0	0	20	0	0
467	20	0	0	20	0	0	20	0	0
468	20	0	0	20	0	0	20	0	0
469	20	0	0	20	0	0	20	0	0
470	20	0	0	20	0	0	20	0	0
471	20	0	0	20	0	0	20	0	0
472	20	0	0	20	0	0	20	0	0
473	20	0	0	20	0	0	20	0	0
474	20	0	0	20	0	0	20	0	0
475	20	0	0	20	0	0	20	0	0
476	20	0	0	20	0	0	20	0	0
477	20	0	0	20	0	0	20	0	0
478	20	0	0	20	0	0	20	0	0
479	20	0	0	20	0	0	20	0	0
480	20	0	0	20	0	0	20	0	0
481	20	0	0	20	0	0	20	0	0
482	20	0	0	20	0	0	20	0	0
483	20	0	0	20	0	0	20	0	0
484	20	0	0	20	0	0	20	0	0
485	20	0	0	20	0	0	20	0	0
486	20	0	0	20	0	0	20	0	0
487	20	0	0	20	0	0	20	0	0
488	20	0	0	20	0	0	20	0	0
489	20	0	0	20	0	0	20	0	0
490	20	0	0	20	0	0	20	0	0
491	20	0	0	20	0	0	20	0	0
492	20	0	0	20	0	0	20	0	0
493	20	0	0	20	0	0	20	0	0
494	20	0	0	20	0	0	20	0	0
495	20	0	0	20	0	0	20	0	0
496	20	0	0	20	0	0	20	0	0
497	20	0	0	20	0	0	20	0	0
498	20	0	0	20	0	0	20	0	0
499	20	0	0	20	0	0	20	0	0
500	20	0	0	20	0	0	20	0	0
501	20	0	0	20	0	0	20	0	0
502	20	0	0	20	0	0	20	0	0
503	20	0	0	20	0	0	20	0	0
504	20	0	0	20	0	0	20	0	0
505	20	0	0	20	0	0	20	0	0
506	20	0	0	20	0	0	20	0	0
507	20	0	0	20	0	0	20	0	0
508	20	0	0	20	0	0	20	0	0
509	20	0	0	20	0	0	20	0	0
510	20	0	0	20	0	0	20	0	0
511	20	0	0	20	0	0	20	0	0
512	20	0	0	20	0	0	20	0	0
513	20	0	0	20	0	0	20	0	0
514	20	0	0	20	0	0	20	0	0
515	20	0	0	20	0	0	20	0	0
516	20	0	0	20	0	0	20	0	0
517	20	0	0	20	0	0	20	0	0
518	20	0	0	20	0	0	20	0	0
519	20	0	0	20	0	0	20	0	0
520	20	0	0	20	0	0	20	0	0
521	20	0	0	20	0	0	20	0	0
522	20	0	0	20	0	0	20	0	0
523	20	0	0	20	0	0	20	0	0
524	20	0	0	20	0	0	20	0	0
525	20	0	0	20	0	0	20	0	0
526	20	0	0	20	0	0	20	0	0
527	20	0	0	20	0	0	20	0	0
528	20	0	0	20	0	0	20	0	0
529	20	0	0	20	0	0	20	0	0
530	20	0	0	20	0	0	20	0	0
531	20	0	0	20	0	0	20	0	0
532	20	0	0	20	0	0	20	0	0
533	20	0	0	20	0	0	20	0	0
534	20	0	0	20	0	0	20	0	0
535	20	0	0	20	0	0	20	0	0
536	20	0	0	20	0	0	20	0	0
537	20	0	0	20	0	0	20	0	0
538	20	0	0	20	0	0	20	0	0
539	20	0	0	20	0	0	20	0	0
540	20	0	0	20	0	0	20	0	0
541	20	0	0	20	0	0	20	0	0
542	20	0	0	20	0	0	20	0	0
543	20	0	0	20	0	0	20	0	0
544	20	0	0	20	0	0	20	0	0
545	20	0	0	20	0	0	20	0	0
546	20	0	0	20	0	0	20	0	0
547	20	0	0	20	0	0	20	0	0
548	20	0	0	20	0	0	20	0	0
549	20	0	0	20	0	0	20	0	0
550	20	0	0	20	0	0	20	0	0
551	20	0	0	20	0	0	20	0	0
552	20	0	0	20	0	0	20	0	0
553	20	0	0	20	0	0	20	0	0
554	20	0	0	20	0	0	20	0	0
555	20	0	0	20	0	0	20	0	0
556	20	0	0	20	0	0	20	0	0
557	20	0	0	20	0	0	20	0	0
558	20	0	0	20	0	0	20	0	0
559	20	0	0	20	0	0	20	0	0
560	20	0	0	20	0	0	20	0	0
561	20	0	0	20	0	0	20	0	0
562	20	0	0	20	0	0	20	0	0
563	20	0	0	20	0	0	20	0	0
564	20	0	0	20	0	0	20	0	0
565	20	0	0	20	0	0	20	0	0
566	20	0	0	20	0	0	20	0	0
567	20	0	0	20	0	0	20	0	0
568	20	0	0	20	0	0	20	0	0
569	20	0	0	20	0	0	20	0	0
570	20	0	0	20	0	0	20	0	0
571	20	0	0	20	0	0	20	0	0
572	20	0	0	20	0	0	20	0	0
573	20	0	0	20	0	0	20	0	0
574	20	0	0	20	0	0	20	0	0
575	20	0	0	20	0	0	20	0	0
576	20	0	0	20	0	0	20	0	0
577	20	0	0	20	0	0	20	0	0
578	20	0	0	20	0	0	20	0	0
579	20	0	0	20	0	0	20	0	0
580	20	0	0	20	0	0	20	0	0
581	20	0	0	20	0	0	20	0	0
582	20	0	0	20	0	0	20	0	0
583	20	0	0	20	0	0	20	0	0
584	20	0	0	20	0	0	20	0	0
585	20	0	0	20	0	0	20	0	0
586	20	0	0	20	0	0	20	0	0
587	20	0	0	20	0	0	20	0	0
588	20	0	0	20	0	0	20	0	0
589	20	0	0	20	0	0	20	0	0
590	20	0	0	20	0	0	20	0	0
591	20	0	0	20	0	0	20	0	0
592	20	0	0	20	0	0	20	0	0
593	20	0	0	20	0	0	20	0	0
594	20	0	0	20	0	0	20	0	0
595	20	0	0	20	0	0	20	0	0
596	20	0	0	20	0	0	20	0	0
597	20	0	0	20	0	0	20	0	0
598	20	0	0	20	0	0	20	0	0
599	20	0	0	20	0	0	20	0	0
600	20	0	0	20	0	0	20	0	0
601	20	0	0	20	0	0	20	0	0
602	20	0	0	20	0	0	20	0	0
603	20	0	0	20	0	0	20	0	0
604	20	0	0	20	0	0	20	0	0
605	20	0	0	20	0	0	20	0	0
606	20	0	0	20	0	0	20	0	0
607	20	0	0	20	0	0	20	0	0
608	20	0	0	20	0	0	20	0	0
609	20	0	0	20	0	0	20	0	0
610	20	0	0	20	0	0	20	0	0
611	20	0	0	20	0	0	20	0	0
612	20	0	0	20	0	0	20	0	0
613	20	0	0	20	0	0	20	0	0
614	20	0	0	20	0	0	20	0	0
615	20	0	0	20	0	0	20	0	0
616	20	0	0	20	0	0	20	0	0
617	20	0	0	20	0	0	20	0	0
618	20	0	0	20	0	0	20	0	0
619	20	0	0	20	0	0	20	0	0
620	20	0	0	20	0	0	20	0	0
621	20	0	0	20	0	0	20	0	0
622	20	0	0	20	0	0	20	0	0
623	20	0	0	20	0	0	20	0	0
624	20	0	0	20	0	0	20	0	0
625	20	0	0	20	0	0	20	0	0
626	20	0	0	20	0	0	20	0	0
627	20	0	0	20	0	0	20	0	0
628	20	0	0	20	0	0	20	0	0
629	20	0	0	20	0	0	20	0	0
630	20	0	0	20	0	0	20	0	0
631	20	0	0	20	0	0	20	0	0
632	20	0	0	20	0	0	20	0	0
633	20	0	0	20	0	0	20	0	0
634	20	0	0	20	0	0	20	0	0
635	20	0	0	20	0	0	20	0	0
636	20	0	0	20	0	0	20	0	0
637	20	0	0	20	0	0	20	0	0
638	20	0	0	20	0	0	20	0	0
639	20	0	0	20	0	0	20	0	0
640	20	0	0	20	0	0	20	0	0
641	20	0	0	20	0	0	20	0	0
642	20	0	0	20	0	0	20	0	0
643	20	0	0	20	0	0	20	0	0
644	20	0	0	20	0	0	20	0	0
645	20	0	0	20	0	0	20	0	0
646	20	0	0	20	0	0	20	0	0
647	20	0	0	20	0	0	20	0	0
648	20	0	0	20	0	0	20	0	0
649	20	0	0	20	0	0	20	0	0
650	20	0	0	20	0	0	20	0	0
651	20	0	0	20	0	0	20	0	0
652	20	0	0	20	0	0	20	0	0
653	20	0	0	20	0	0	20	0	0
654	20	0	0	20	0	0	20	0	0
655	20	0	0	20	0	0	20	0	0
656	20	0	0	20	0	0	20	0	0
657	20	0	0	20	0	0	20	0	0
658	20	0	0	20	0	0	20	0	0
659	20	0	0	20	0	0	20	0	0
660	20	0	0	20	0	0	20	0	0
661	20	0	0	20	0	0	20	0	0
662	20	0	0	20	0	0	20	0	0
663	20	0	0	20	0	0	20	0	0
664	20	0	0	20	0	0	20	0	0
665	20	0	0	20	0	0	20	0	0
666	20	0	0	20	0	0	20	0	0
667	20	0	0	20	0	0	20	0	0
668	20	0	0	20	0	0	20	0	0
669	20	0	0	20	0	0	20	0	0
670	20	0	0	20	0	0	20	0	0
671	20	0	0	20	0	0	20	0	0
672	20	0	0	20	0	0	20	0	0
673	20	0	0	20	0	0	20	0	0
674	20	0	0	20	0	0	20	0	0
675	20	0	0	20	0	0	20	0	0
676	20	0	0	20	0	0	20	0	0
677	20	0	0	20	0	0	20	0	0
678	20	0	0	20	0	0	20	0	0
679	20	0	0	20	0	0	20	0	0
680	20	0	0	20	0	0	20	0	0
681	20	0	0	20	0	0	20	0	0
682	20	0	0	20	0	0	20	0	0
683	20	0	0	20	0	0	20	0	0
684	20	0	0	20	0	0	20	0	0
685	20	0	0	20	0	0	20	0	0
686	20	0	0	20	0	0	20	0	0
687	20	0	0	20	0	0	20	0	0
